"","city","state","city_size","mode","n","percent","moe","state_abb","state_region"
"2953","Schererville town","Indiana","Small","Walk",98,0.6,0.4,"IN","North Central"
"2954","Schertz city","Texas","Small","Walk",71,0.5,0.3,"TX","South"
"2955","Scranton city","Pennsylvania","Small","Walk",2561,7.8,0.9,"PA","Northeast"
"2956","Seal Beach city","California","Small","Walk",321,3.5,1.4,"CA","West"
"2957","Searcy city","Arkansas","Small","Walk",613,6.3,2.1,"AR","South"
"2958","Seaside city","California","Small","Walk",505,3.2,1,"CA","West"
"2959","SeaTac city","Washington","Small","Walk",234,1.9,1,"WA","West"
"2960","Sebastian city","Florida","Small","Walk",35,0.4,0.4,"FL","South"
"2961","Sedalia city","Missouri","Small","Walk",160,1.7,0.8,"MO","North Central"
"2962","Seguin city","Texas","Small","Walk",350,3.3,1.4,"TX","South"
"2963","Selma city","Alabama","Small","Walk",175,3,1.5,"AL","South"
"2964","Selma city","California","Small","Walk",101,1.1,0.7,"CA","West"
"2965","Shaker Heights city","Ohio","Small","Walk",247,1.8,0.7,"OH","North Central"
"2966","Shakopee city","Minnesota","Small","Walk",275,1.4,0.7,"MN","North Central"
"2967","Shawnee city","Kansas","Small","Walk",170,0.5,0.3,"KS","North Central"
"2968","Shawnee city","Oklahoma","Small","Walk",386,3,0.9,"OK","South"
"2969","Sheboygan city","Wisconsin","Small","Walk",666,2.8,0.8,"WI","North Central"
"2970","Shelby city","North Carolina","Small","Walk",151,2.1,1.2,"NC","South"
"2971","Shelbyville city","Tennessee","Small","Walk",16,0.2,0.3,"TN","South"
"2972","Shelton city","Connecticut","Small","Walk",116,0.6,0.3,"CT","Northeast"
"2973","Sherman city","Texas","Small","Walk",454,2.8,0.9,"TX","South"
"2974","Sherwood city","Arkansas","Small","Walk",143,0.9,0.7,"AR","South"
"2975","Shoreline city","Washington","Small","Walk",560,2.2,0.7,"WA","West"
"2976","Shoreview city","Minnesota","Small","Walk",103,0.8,0.8,"MN","North Central"
"2977","Sidney city","Ohio","Small","Walk",124,1.3,0.7,"OH","North Central"
"2978","Sierra Vista city","Arizona","Small","Walk",1128,5.5,1.8,"AZ","West"
"2979","Sioux City city","Iowa","Small","Walk",715,1.8,0.4,"IA","North Central"
"2980","Skokie village","Illinois","Small","Walk",472,1.6,0.6,"IL","North Central"
"2981","Slidell city","Louisiana","Small","Walk",152,1.3,0.7,"LA","South"
"2982","Smyrna city","Georgia","Small","Walk",305,1.1,0.5,"GA","South"
"2983","Smyrna town","Tennessee","Small","Walk",92,0.5,0.4,"TN","South"
"2984","Socorro city","Texas","Small","Walk",128,1.1,0.7,"TX","South"
"2985","Soledad city","California","Small","Walk",78,1.3,1.2,"CA","West"
"2986","Solon city","Ohio","Small","Walk",77,0.7,0.4,"OH","North Central"
"2987","Somerville city","Massachusetts","Small","Walk",4627,10.1,1,"MA","Northeast"
"2988","South El Monte city","California","Small","Walk",490,5.9,2.1,"CA","West"
"2989","South Elgin village","Illinois","Small","Walk",79,0.7,0.5,"IL","North Central"
"2990","South Euclid city","Ohio","Small","Walk",182,1.6,0.7,"OH","North Central"
"2991","South Gate city","California","Small","Walk",779,2.1,0.5,"CA","West"
"2992","South Holland village","Illinois","Small","Walk",91,1,0.7,"IL","North Central"
"2993","South Jordan city","Utah","Small","Walk",235,1,0.4,"UT","West"
"2994","South Lake Tahoe city","California","Small","Walk",863,8.2,2,"CA","West"
"2995","South Milwaukee city","Wisconsin","Small","Walk",188,1.9,0.8,"WI","North Central"
"2996","South Pasadena city","California","Small","Walk",155,1.2,0.6,"CA","West"
"2997","South Plainfield borough","New Jersey","Small","Walk",107,0.9,0.5,"NJ","Northeast"
"2998","South Portland city","Maine","Small","Walk",373,2.7,0.9,"ME","Northeast"
"2999","South Salt Lake city","Utah","Small","Walk",242,2.3,1.1,"UT","West"
"3000","South San Francisco city","California","Small","Walk",1186,3.8,1.2,"CA","West"
"3001","South St. Paul city","Minnesota","Small","Walk",180,1.7,0.9,"MN","North Central"
"3002","Southaven city","Mississippi","Small","Walk",40,0.2,0.2,"MS","South"
"3003","Southfield city","Michigan","Small","Walk",499,1.6,0.6,"MI","North Central"
"3004","Southgate city","Michigan","Small","Walk",157,1.2,0.6,"MI","North Central"
"3005","Southlake city","Texas","Small","Walk",121,1.1,0.5,"TX","South"
"3006","Spanish Fork city","Utah","Small","Walk",96,0.7,0.4,"UT","West"
"3007","Sparks city","Nevada","Small","Walk",542,1.3,0.4,"NV","West"
"3008","Spartanburg city","South Carolina","Small","Walk",554,3.7,1.1,"SC","South"
"3009","Spokane Valley city","Washington","Small","Walk",484,1.2,0.4,"WA","West"
"3010","Spring Hill city","Tennessee","Small","Walk",138,1,1.1,"TN","South"
"3011","Spring Valley village","New York","Small","Walk",687,4.9,1.8,"NY","Northeast"
"3012","Springdale city","Arkansas","Small","Walk",390,1.3,0.5,"AR","South"
"3013","Springfield city","Ohio","Small","Walk",1068,4.6,1,"OH","North Central"
"3014","Springfield city","Oregon","Small","Walk",735,2.8,0.8,"OR","West"
"3015","Springville city","Utah","Small","Walk",189,1.5,0.6,"UT","West"
"3016","St. Charles city","Illinois","Small","Walk",402,2.3,1.2,"IL","North Central"
"3017","St. Charles city","Missouri","Small","Walk",747,2.2,0.6,"MO","North Central"
"3018","St. Clair Shores city","Michigan","Small","Walk",231,0.8,0.4,"MI","North Central"
"3019","St. Cloud city","Florida","Small","Walk",154,1,0.7,"FL","South"
"3020","St. Cloud city","Minnesota","Small","Walk",1220,3.6,0.8,"MN","North Central"
"3021","St. George city","Utah","Small","Walk",887,3.2,0.8,"UT","West"
"3022","St. Joseph city","Missouri","Small","Walk",804,2.3,0.6,"MO","North Central"
"3023","St. Louis Park city","Minnesota","Small","Walk",423,1.6,0.6,"MN","North Central"
"3024","St. Peters city","Missouri","Small","Walk",202,0.7,0.3,"MO","North Central"
"3025","Stanton city","California","Small","Walk",581,3.4,2.1,"CA","West"
"3026","Starkville city","Mississippi","Small","Walk",419,4.1,1.4,"MS","South"
"3027","State College borough","Pennsylvania","Small","Walk",5486,36.2,3.2,"PA","Northeast"
"3028","Statesboro city","Georgia","Small","Walk",498,4.5,1.9,"GA","South"
"3029","Statesville city","North Carolina","Small","Walk",83,0.8,0.5,"NC","South"
"3030","Staunton city","Virginia","Small","Walk",785,7.1,1.7,"VA","South"
"3031","Stevens Point city","Wisconsin","Small","Walk",1558,11.7,1.9,"WI","North Central"
"3032","Stillwater city","Oklahoma","Small","Walk",1977,8.7,1.2,"OK","South"
"3033","Stockbridge city","Georgia","Small","Walk",26,0.2,0.3,"GA","South"
"3034","Stow city","Ohio","Small","Walk",234,1.3,0.7,"OH","North Central"
"3035","Streamwood village","Illinois","Small","Walk",119,0.6,0.3,"IL","North Central"
"3036","Strongsville city","Ohio","Small","Walk",234,1,0.4,"OH","North Central"
"3037","Suffolk city","Virginia","Small","Walk",247,0.6,0.2,"VA","South"
"3038","Sugar Land city","Texas","Small","Walk",376,1,0.5,"TX","South"
"3039","Suisun City city","California","Small","Walk",167,1.3,0.8,"CA","West"
"3040","Sulphur city","Louisiana","Small","Walk",100,1.2,1,"LA","South"
"3041","Summerville town","South Carolina","Small","Walk",263,1.4,0.7,"SC","South"
"3042","Summit city","New Jersey","Small","Walk",603,6.2,2.4,"NJ","Northeast"
"3043","Sumter city","South Carolina","Small","Walk",568,3.4,0.9,"SC","South"
"3044","Sun Prairie city","Wisconsin","Small","Walk",188,1.1,0.5,"WI","North Central"
"3045","Sunny Isles Beach city","Florida","Small","Walk",364,3.9,1.9,"FL","South"
"3046","Sunrise city","Florida","Small","Walk",309,0.7,0.3,"FL","South"
"3047","Superior city","Wisconsin","Small","Walk",545,3.9,1.1,"WI","North Central"
"3048","Sweetwater city","Florida","Small","Walk",172,2.3,1.5,"FL","South"
"3049","Syracuse city","Utah","Small","Walk",20,0.2,0.2,"UT","West"
"3050","Tamarac city","Florida","Small","Walk",73,0.3,0.2,"FL","South"
"3051","Tarpon Springs city","Florida","Small","Walk",88,1,0.7,"FL","South"
"3052","Taunton city","Massachusetts","Small","Walk",379,1.4,0.5,"MA","Northeast"
"3053","Taylor city","Michigan","Small","Walk",354,1.5,0.5,"MI","North Central"
"3054","Taylorsville city","Utah","Small","Walk",327,1.1,0.5,"UT","West"
"3055","Temple City city","California","Small","Walk",128,0.8,0.4,"CA","West"
"3056","Temple city","Texas","Small","Walk",437,1.4,0.5,"TX","South"
"3057","Temple Terrace city","Florida","Small","Walk",176,1.4,0.8,"FL","South"
"3058","Terre Haute city","Indiana","Small","Walk",1486,6.2,1.1,"IN","North Central"
"3059","Texarkana city","Arkansas","Small","Walk",104,0.8,0.4,"AR","South"
"3060","Texarkana city","Texas","Small","Walk",161,1.1,0.8,"TX","South"
"3061","Texas City city","Texas","Small","Walk",452,2.4,0.9,"TX","South"
"3062","The Colony city","Texas","Small","Walk",94,0.5,0.4,"TX","South"
"3063","Thomasville city","North Carolina","Small","Walk",197,1.8,0.9,"NC","South"
"3064","Tigard city","Oregon","Small","Walk",629,2.5,0.7,"OR","West"
"3065","Tinley Park village","Illinois","Small","Walk",334,1.2,0.7,"IL","North Central"
"3066","Titusville city","Florida","Small","Walk",166,1,0.6,"FL","South"
"3067","Tooele city","Utah","Small","Walk",241,1.8,0.9,"UT","West"
"3068","Torrington city","Connecticut","Small","Walk",449,2.6,1.1,"CT","Northeast"
"3069","Tracy city","California","Small","Walk",412,1.2,0.5,"CA","West"
"3070","Trenton city","New Jersey","Small","Walk",1880,5.7,1.2,"NJ","Northeast"
"3071","Trotwood city","Ohio","Small","Walk",140,1.5,0.9,"OH","North Central"
"3072","Troy city","Michigan","Small","Walk",326,0.9,0.3,"MI","North Central"
"3073","Troy city","New York","Small","Walk",2739,12.2,1.7,"NY","Northeast"
"3074","Troy city","Ohio","Small","Walk",215,1.8,0.7,"OH","North Central"
"3075","Trussville city","Alabama","Small","Walk",38,0.4,0.5,"AL","South"
"3076","Tualatin city","Oregon","Small","Walk",312,2.4,1,"OR","West"
"3077","Tulare city","California","Small","Walk",387,1.7,0.7,"CA","West"
"3078","Tupelo city","Mississippi","Small","Walk",139,0.9,0.7,"MS","South"
"3079","Turlock city","California","Small","Walk",552,2,0.7,"CA","West"
"3080","Tuscaloosa city","Alabama","Small","Walk",972,2.6,0.6,"AL","South"
"3081","Tustin city","California","Small","Walk",693,1.8,0.5,"CA","West"
"3082","Twentynine Palms city","California","Small","Walk",1951,15,3,"CA","West"
"3083","Twin Falls city","Idaho","Small","Walk",342,1.8,0.7,"ID","West"
"3084","Tyler city","Texas","Small","Walk",788,1.8,0.7,"TX","South"
"3085","Union City city","California","Small","Walk",361,1.2,0.5,"CA","West"
"3086","Union City city","Georgia","Small","Walk",74,0.9,1.1,"GA","South"
"3087","Union City city","New Jersey","Small","Walk",3936,12.7,1.3,"NJ","Northeast"
"3088","University City city","Missouri","Small","Walk",750,4.4,1.3,"MO","North Central"
"3089","University Park city","Texas","Small","Walk",685,7.4,1.5,"TX","South"
"3090","University Place city","Washington","Small","Walk",243,1.7,0.8,"WA","West"
"3091","Upland city","California","Small","Walk",353,1.1,0.5,"CA","West"
"3092","Upper Arlington city","Ohio","Small","Walk",219,1.3,0.5,"OH","North Central"
"3093","Urbana city","Illinois","Small","Walk",3220,16.6,2.3,"IL","North Central"
"3094","Urbandale city","Iowa","Small","Walk",116,0.5,0.4,"IA","North Central"
"3095","Utica city","New York","Small","Walk",1694,7.2,1,"NY","Northeast"
"3096","Vacaville city","California","Small","Walk",678,1.7,0.8,"CA","West"
"3097","Valdosta city","Georgia","Small","Walk",529,2.3,0.7,"GA","South"
"3098","Valley Stream village","New York","Small","Walk",501,2.8,1,"NY","Northeast"
"3099","Valparaiso city","Indiana","Small","Walk",394,2.8,1,"IN","North Central"
"3100","Van Buren city","Arkansas","Small","Walk",295,2.9,1.9,"AR","South"
"3101","Venice city","Florida","Small","Walk",67,1.2,0.8,"FL","South"
"3102","Vernon Hills village","Illinois","Small","Walk",40,0.3,0.2,"IL","North Central"
"3103","Vestavia Hills city","Alabama","Small","Walk",188,1.2,0.7,"AL","South"
"3104","Vicksburg city","Mississippi","Small","Walk",194,2.1,1.1,"MS","South"
"3105","Victoria city","Texas","Small","Walk",433,1.5,0.6,"TX","South"
"3106","Villa Park village","Illinois","Small","Walk",125,1.1,0.5,"IL","North Central"
"3107","Vineland city","New Jersey","Small","Walk",303,1.2,0.6,"NJ","Northeast"
"3108","Vista city","California","Small","Walk",707,1.7,0.6,"CA","West"
"3109","Wadsworth city","Ohio","Small","Walk",117,1.2,0.8,"OH","North Central"
"3110","Wake Forest town","North Carolina","Small","Walk",54,0.4,0.3,"NC","South"
"3111","Walker city","Michigan","Small","Walk",118,1,0.5,"MI","North Central"
"3112","Walla Walla city","Washington","Small","Walk",1113,8.7,2.2,"WA","West"
"3113","Walnut city","California","Small","Walk",94,0.7,0.4,"CA","West"
"3114","Walnut Creek city","California","Small","Walk",847,2.8,0.8,"CA","West"
"3115","Waltham city","Massachusetts","Small","Walk",2654,7.8,1.2,"MA","Northeast"
"3116","Warner Robins city","Georgia","Small","Walk",356,1.2,0.6,"GA","South"
"3117","Warren city","Ohio","Small","Walk",192,1.4,0.7,"OH","North Central"
"3118","Warwick city","Rhode Island","Small","Walk",377,0.9,0.3,"RI","Northeast"
"3119","Wasco city","California","Small","Walk",94,1.4,0.8,"CA","West"
"3120","Washington city","Utah","Small","Walk",47,0.6,0.8,"UT","West"
"3121","Watauga city","Texas","Small","Walk",30,0.3,0.2,"TX","South"
"3122","Waterloo city","Iowa","Small","Walk",590,1.9,0.4,"IA","North Central"
"3123","Watertown city","New York","Small","Walk",511,4.2,1.2,"NY","Northeast"
"3124","Watertown city","South Dakota","Small","Walk",75,0.7,0.6,"SD","North Central"
"3125","Watertown city","Wisconsin","Small","Walk",406,3.5,1,"WI","North Central"
"3126","Watertown Town city","Massachusetts","Small","Walk",465,2.5,0.8,"MA","Northeast"
"3127","Watsonville city","California","Small","Walk",801,3.8,1,"CA","West"
"3128","Waukegan city","Illinois","Small","Walk",548,1.4,0.6,"IL","North Central"
"3129","Waukesha city","Wisconsin","Small","Walk",1311,3.4,0.5,"WI","North Central"
"3130","Wausau city","Wisconsin","Small","Walk",618,3.3,0.8,"WI","North Central"
"3131","Wauwatosa city","Wisconsin","Small","Walk",574,2.3,0.6,"WI","North Central"
"3132","Waxahachie city","Texas","Small","Walk",222,1.6,0.7,"TX","South"
"3133","Waynesboro city","Virginia","Small","Walk",153,1.7,0.9,"VA","South"
"3134","Weatherford city","Texas","Small","Walk",136,1.2,0.8,"TX","South"
"3135","Webster Groves city","Missouri","Small","Walk",371,3.2,1.3,"MO","North Central"
"3136","Wellington village","Florida","Small","Walk",176,0.7,0.4,"FL","South"
"3137","Wenatchee city","Washington","Small","Walk",502,3.6,1.3,"WA","West"
"3138","Wentzville city","Missouri","Small","Walk",78,0.5,0.4,"MO","North Central"
"3139","Weslaco city","Texas","Small","Walk",143,1.2,0.6,"TX","South"
"3140","West Allis city","Wisconsin","Small","Walk",459,1.5,0.4,"WI","North Central"
"3141","West Bend city","Wisconsin","Small","Walk",324,2.1,0.8,"WI","North Central"
"3142","West Chicago city","Illinois","Small","Walk",215,1.6,0.9,"IL","North Central"
"3143","West Des Moines city","Iowa","Small","Walk",300,0.9,0.4,"IA","North Central"
"3144","West Fargo city","North Dakota","Small","Walk",189,1.2,0.5,"ND","North Central"
"3145","West Haven city","Connecticut","Small","Walk",895,3.3,0.7,"CT","Northeast"
"3146","West Hollywood city","California","Small","Walk",1428,6.3,1.8,"CA","West"
"3147","West Lafayette city","Indiana","Small","Walk",2001,15.6,2,"IN","North Central"
"3148","West Linn city","Oregon","Small","Walk",205,1.7,0.9,"OR","West"
"3149","West Memphis city","Arkansas","Small","Walk",141,1.4,0.8,"AR","South"
"3150","West Mifflin borough","Pennsylvania","Small","Walk",171,1.8,0.8,"PA","Northeast"
"3151","West New York town","New Jersey","Small","Walk",3417,13.9,1.9,"NJ","Northeast"
"3152","West Sacramento city","California","Small","Walk",259,1.3,0.6,"CA","West"
"3153","West Springfield Town city","Massachusetts","Small","Walk",286,2.1,1.2,"MA","Northeast"
"3154","Westerville city","Ohio","Small","Walk",573,3.1,0.9,"OH","North Central"
"3155","Westfield city","Indiana","Small","Walk",150,1,0.6,"IN","North Central"
"3156","Westfield city","Massachusetts","Small","Walk",554,2.9,0.9,"MA","Northeast"
"3157","Westfield town","New Jersey","Small","Walk",294,2.2,0.8,"NJ","Northeast"
"3158","Westlake city","Ohio","Small","Walk",208,1.3,0.6,"OH","North Central"
"3159","Westland city","Michigan","Small","Walk",678,1.8,0.6,"MI","North Central"
"3160","Westminster city","California","Small","Walk",579,1.5,0.5,"CA","West"
"3161","Westmont village","Illinois","Small","Walk",295,2.3,1,"IL","North Central"
"3162","Weston city","Florida","Small","Walk",309,1,0.6,"FL","South"
"3163","Weymouth Town city","Massachusetts","Small","Walk",591,2.1,0.7,"MA","Northeast"
"3164","Wheat Ridge city","Colorado","Small","Walk",294,2,0.8,"CO","West"
"3165","Wheaton city","Illinois","Small","Walk",1277,4.8,1.2,"IL","North Central"
"3166","Wheeling city","West Virginia","Small","Walk",753,5.9,1.3,"WV","South"
"3167","Wheeling village","Illinois","Small","Walk",196,1,0.5,"IL","North Central"
"3168","White Bear Lake city","Minnesota","Small","Walk",135,1.2,0.7,"MN","North Central"
"3169","White Plains city","New York","Small","Walk",3038,10.2,1.4,"NY","Northeast"
"3170","Whittier city","California","Small","Walk",874,2.3,0.5,"CA","West"
"3171","Wildomar city","California","Small","Walk",30,0.2,0.3,"CA","West"
"3172","Wildwood city","Missouri","Small","Walk",131,0.8,0.4,"MO","North Central"
"3173","Wilkes-Barre city","Pennsylvania","Small","Walk",1495,8.7,2.3,"PA","Northeast"
"3174","Williamsport city","Pennsylvania","Small","Walk",1155,9,1.6,"PA","Northeast"
"3175","Willoughby city","Ohio","Small","Walk",106,0.9,0.5,"OH","North Central"
"3176","Wilmette village","Illinois","Small","Walk",393,3.4,1.2,"IL","North Central"
"3177","Wilmington city","Delaware","Small","Walk",2118,7,1.1,"DE","South"
"3178","Wilson city","North Carolina","Small","Walk",232,1.2,0.6,"NC","South"
"3179","Wilsonville city","Oregon","Small","Walk",465,5.3,2.7,"OR","West"
"3180","Winchester city","Virginia","Small","Walk",747,6,1.9,"VA","South"
"3181","Windsor town","California","Small","Walk",133,1.1,0.7,"CA","West"
"3182","Winona city","Minnesota","Small","Walk",1440,9.7,1.9,"MN","North Central"
